,Unnamed: 0,Clase,Clase1,Clase2,Clase3,Clase4,Clase5,Predicciones
236,236,1,1109.0,736.0,797.0,669.0,534.0,1
237,237,1,1268.0,1155.0,560.0,690.0,772.0,1
238,238,1,1231.0,734.0,627.0,442.0,735.0,1
239,239,1,1242.0,969.0,744.0,645.0,1321.0,1
240,240,1,960.0,820.0,643.0,769.0,858.0,1
241,241,1,1029.0,784.0,567.0,439.0,756.0,1
242,242,1,1110.0,925.0,788.0,866.0,1090.0,1
243,243,1,1075.0,611.0,580.0,449.0,1226.0,1
244,244,1,1639.0,862.0,833.0,425.0,1716.0,1
245,245,1,1436.0,1238.0,686.0,291.0,1260.0,1
246,246,1,650.0,513.0,416.0,329.0,720.0,1
247,247,1,948.0,879.0,736.0,670.0,1058.0,1
248,248,1,1161.0,959.0,959.0,592.0,1128.0,1
249,249,1,968.0,469.0,346.0,197.0,455.0,1
250,250,1,2046.0,1604.0,1344.0,652.0,1516.0,1
251,251,1,1181.0,1216.0,879.0,478.0,1056.0,1
252,252,1,1193.0,488.0,380.0,244.0,674.0,1
253,253,1,428.0,334.0,294.0,377.0,665.0,5
254,254,1,1281.0,924.0,778.0,596.0,985.0,1
255,255,1,1247.0,946.0,599.0,384.0,925.0,1
256,256,1,2836.0,1228.0,754.0,663.0,526.0,1
257,257,1,776.0,715.0,567.0,460.0,450.0,1
258,258,1,857.0,309.0,301.0,257.0,416.0,1
259,259,1,1599.0,834.0,612.0,400.0,502.0,1
260,260,1,1905.0,831.0,661.0,495.0,1006.0,1
261,261,1,1127.0,558.0,469.0,403.0,633.0,1
262,262,1,443.0,273.0,352.0,408.0,671.0,5
263,263,1,1054.0,751.0,1030.0,482.0,953.0,1
264,264,1,1151.0,646.0,680.0,438.0,445.0,1
265,265,1,696.0,347.0,481.0,280.0,210.0,1
266,266,1,1453.0,1289.0,1006.0,563.0,814.0,1
267,267,1,653.0,747.0,517.0,385.0,844.0,2
268,268,1,1766.0,815.0,731.0,595.0,1183.0,1
269,269,1,1767.0,871.0,642.0,317.0,1328.0,1
270,270,1,767.0,618.0,712.0,454.0,391.0,1
271,271,1,1038.0,984.0,1026.0,735.0,526.0,1
272,272,1,761.0,385.0,203.0,175.0,350.0,1
273,273,1,1445.0,915.0,721.0,426.0,362.0,1
274,274,1,598.0,472.0,728.0,468.0,472.0,3
275,275,1,980.0,660.0,627.0,400.0,612.0,1
276,276,1,1390.0,955.0,674.0,481.0,326.0,1
277,277,1,1513.0,1413.0,964.0,519.0,389.0,1
278,278,1,787.0,507.0,411.0,220.0,332.0,1
279,279,1,1134.0,705.0,631.0,574.0,865.0,1
280,280,1,962.0,539.0,389.0,301.0,301.0,1
281,281,1,1110.0,755.0,654.0,637.0,928.0,1
282,282,1,1171.0,508.0,535.0,427.0,515.0,1
283,283,1,1037.0,746.0,711.0,727.0,525.0,1
284,284,1,1656.0,1397.0,854.0,363.0,876.0,1
285,285,1,1449.0,1769.0,1003.0,372.0,770.0,2
286,286,1,489.0,452.0,537.0,319.0,371.0,1
287,287,1,1203.0,981.0,1119.0,706.0,1293.0,1
288,288,1,684.0,482.0,666.0,379.0,487.0,1
289,289,1,1897.0,926.0,1072.0,655.0,1020.0,1
290,290,1,938.0,446.0,398.0,367.0,1091.0,1
291,291,1,1151.0,651.0,584.0,364.0,624.0,1
292,292,1,326.0,172.0,180.0,94.0,248.0,1
293,293,1,506.0,447.0,521.0,526.0,676.0,1
294,294,1,555.0,425.0,457.0,362.0,303.0,1
295,295,1,582.0,504.0,636.0,494.0,1107.0,5
296,296,1,904.0,731.0,912.0,582.0,1052.0,1
297,297,1,934.0,748.0,656.0,508.0,1009.0,1
298,298,1,1684.0,681.0,780.0,464.0,1366.0,1
299,299,1,743.0,627.0,720.0,674.0,843.0,1
300,300,1,1200.0,819.0,847.0,626.0,1072.0,1
301,301,1,542.0,434.0,519.0,320.0,553.0,1
302,302,1,1152.0,683.0,744.0,658.0,1144.0,1
303,303,1,1008.0,490.0,638.0,434.0,954.0,1
304,304,1,1943.0,1210.0,968.0,555.0,1000.0,1
305,305,1,410.0,377.0,481.0,426.0,491.0,1
306,306,1,530.0,542.0,561.0,382.0,562.0,1
307,307,1,1168.0,712.0,883.0,613.0,946.0,1
308,308,1,674.0,694.0,688.0,615.0,653.0,1
309,309,1,507.0,521.0,544.0,540.0,928.0,5
310,310,1,1304.0,720.0,703.0,473.0,1304.0,1
311,311,1,353.0,287.0,287.0,299.0,249.0,1
312,312,1,507.0,407.0,631.0,418.0,452.0,3
313,313,1,548.0,457.0,604.0,408.0,599.0,1
314,314,1,557.0,527.0,561.0,496.0,687.0,1
315,315,1,1062.0,470.0,597.0,379.0,719.0,1
316,316,1,502.0,486.0,569.0,517.0,495.0,1
317,317,1,1369.0,850.0,836.0,466.0,645.0,1
318,318,1,1168.0,1008.0,1179.0,737.0,1210.0,1
319,319,1,674.0,646.0,723.0,492.0,957.0,5
320,320,1,471.0,336.0,514.0,373.0,583.0,1
321,321,1,899.0,855.0,982.0,697.0,1090.0,3
322,322,1,698.0,580.0,657.0,445.0,962.0,5
323,323,1,912.0,773.0,950.0,495.0,922.0,1
324,324,1,1588.0,1510.0,1729.0,1097.0,1523.0,3
325,325,1,829.0,600.0,698.0,467.0,1026.0,1
326,326,1,954.0,823.0,837.0,609.0,888.0,1
327,327,1,1148.0,1108.0,1110.0,646.0,1277.0,1
328,328,1,983.0,917.0,898.0,518.0,1216.0,1
329,329,1,888.0,739.0,767.0,395.0,783.0,1
330,330,1,1413.0,826.0,657.0,692.0,768.0,1
331,331,1,1494.0,1021.0,985.0,672.0,981.0,1
332,332,1,1120.0,915.0,931.0,667.0,778.0,1
333,333,1,1907.0,1471.0,1265.0,810.0,1016.0,1
334,334,1,1553.0,622.0,706.0,483.0,767.0,1
335,335,1,993.0,1332.0,1135.0,480.0,746.0,2
336,336,1,1634.0,1053.0,801.0,468.0,641.0,1
337,337,1,447.0,330.0,439.0,263.0,602.0,5
338,338,1,863.0,1025.0,708.0,396.0,875.0,2
339,339,1,700.0,710.0,560.0,380.0,691.0,1
340,340,1,993.0,653.0,770.0,439.0,1640.0,5
341,341,1,1127.0,1161.0,969.0,501.0,901.0,1
342,342,1,716.0,415.0,537.0,301.0,1010.0,5
343,343,1,823.0,720.0,1043.0,773.0,782.0,3
344,344,1,1389.0,1121.0,787.0,367.0,721.0,1
345,345,1,2426.0,1751.0,1299.0,762.0,1253.0,1
346,346,1,1731.0,1444.0,1018.0,598.0,639.0,1
347,347,1,2296.0,2104.0,1089.0,713.0,764.0,1
348,348,1,675.0,670.0,651.0,419.0,777.0,1
349,349,1,830.0,715.0,829.0,489.0,984.0,1
350,350,1,399.0,401.0,396.0,466.0,608.0,4
351,351,1,630.0,506.0,566.0,333.0,833.0,5
352,352,1,1149.0,808.0,1039.0,720.0,998.0,1
353,353,1,689.0,754.0,734.0,441.0,503.0,3
354,354,1,338.0,199.0,324.0,144.0,353.0,1
355,355,1,748.0,727.0,759.0,630.0,702.0,1
356,356,1,2870.0,1027.0,790.0,399.0,1152.0,1
357,357,1,2355.0,1310.0,750.0,510.0,994.0,1
358,358,1,2073.0,1065.0,746.0,556.0,484.0,1
359,359,1,1392.0,628.0,431.0,370.0,775.0,1
360,360,1,2034.0,1254.0,887.0,632.0,1649.0,1
361,361,1,2693.0,1743.0,1281.0,1033.0,2060.0,1
362,362,1,1553.0,1053.0,852.0,972.0,990.0,1
363,363,1,1689.0,934.0,669.0,577.0,383.0,1
364,364,1,1235.0,942.0,847.0,1112.0,1881.0,5
365,365,1,1107.0,945.0,963.0,834.0,1450.0,1
366,366,1,712.0,574.0,582.0,431.0,956.0,5
367,367,1,1535.0,1346.0,1314.0,1260.0,1699.0,1
368,368,1,869.0,639.0,598.0,604.0,1283.0,5
369,369,1,1048.0,881.0,784.0,665.0,1341.0,1
370,370,1,915.0,608.0,529.0,585.0,1075.0,1
371,371,1,810.0,796.0,1109.0,594.0,621.0,3
372,372,1,642.0,579.0,728.0,515.0,511.0,3
373,373,1,1554.0,945.0,943.0,1144.0,1097.0,1
374,374,1,840.0,476.0,466.0,522.0,428.0,1
375,375,1,635.0,379.0,462.0,473.0,623.0,1
376,376,1,892.0,552.0,550.0,669.0,509.0,1
377,377,1,1473.0,943.0,776.0,456.0,1066.0,1
378,378,1,1465.0,913.0,748.0,768.0,785.0,1
379,379,1,468.0,445.0,519.0,548.0,547.0,4
380,380,1,1296.0,806.0,747.0,534.0,824.0,1
381,381,1,381.0,315.0,389.0,247.0,281.0,1
382,382,1,1007.0,533.0,473.0,285.0,420.0,1
383,383,1,528.0,323.0,342.0,344.0,1303.0,5
384,384,1,533.0,379.0,475.0,604.0,622.0,1
385,385,1,1635.0,1225.0,902.0,709.0,1895.0,1
386,386,1,1275.0,797.0,724.0,447.0,625.0,1
387,387,1,883.0,877.0,787.0,620.0,804.0,1
388,388,1,1251.0,748.0,572.0,415.0,685.0,1
389,389,1,1232.0,1119.0,1138.0,959.0,1801.0,5
390,390,1,1917.0,986.0,726.0,400.0,734.0,1
391,391,1,525.0,525.0,545.0,569.0,905.0,5
392,392,1,690.0,657.0,637.0,508.0,680.0,1
393,393,1,1047.0,713.0,655.0,508.0,1234.0,1
394,394,1,413.0,289.0,315.0,304.0,479.0,1
395,395,1,1528.0,1107.0,717.0,574.0,972.0,1
396,396,1,895.0,712.0,673.0,472.0,1355.0,5
397,397,1,874.0,608.0,506.0,495.0,1218.0,5
398,398,1,525.0,308.0,314.0,272.0,610.0,1
399,399,1,1112.0,906.0,863.0,728.0,1363.0,1
400,400,1,390.0,261.0,235.0,236.0,560.0,5
401,401,1,1833.0,885.0,725.0,641.0,851.0,1
402,402,1,493.0,240.0,302.0,195.0,610.0,1
403,403,1,1431.0,611.0,456.0,343.0,410.0,1
404,404,1,786.0,562.0,440.0,434.0,488.0,1
405,405,1,1474.0,948.0,801.0,602.0,1054.0,1
406,406,1,1615.0,951.0,838.0,798.0,926.0,1
407,407,1,1319.0,700.0,611.0,451.0,688.0,1
408,408,1,1218.0,631.0,661.0,336.0,678.0,1
409,409,1,743.0,655.0,678.0,494.0,1068.0,5
410,410,1,570.0,406.0,437.0,379.0,455.0,1
411,411,1,1717.0,921.0,781.0,541.0,527.0,1
412,412,1,1381.0,1337.0,1253.0,790.0,1576.0,1
413,413,1,1995.0,1007.0,784.0,518.0,1075.0,1
414,414,1,1067.0,1042.0,909.0,590.0,1752.0,5
415,415,1,972.0,774.0,802.0,527.0,1238.0,1
416,416,1,1911.0,732.0,467.0,259.0,493.0,1
417,417,1,1238.0,755.0,674.0,465.0,957.0,1
418,418,1,1130.0,745.0,664.0,571.0,724.0,1
419,419,1,1444.0,811.0,627.0,486.0,1166.0,1
420,420,1,976.0,581.0,515.0,387.0,417.0,1
421,421,1,267.0,235.0,259.0,249.0,226.0,1
422,422,1,441.0,371.0,474.0,314.0,475.0,1
423,423,1,314.0,266.0,362.0,346.0,287.0,1
424,424,1,1688.0,1272.0,975.0,958.0,748.0,1
425,425,1,861.0,758.0,767.0,877.0,789.0,1
426,426,1,542.0,461.0,524.0,370.0,519.0,1
427,427,1,1303.0,1082.0,604.0,362.0,697.0,1
428,428,1,1733.0,1069.0,702.0,555.0,830.0,1
429,429,1,2173.0,866.0,536.0,207.0,793.0,1
430,430,1,1395.0,792.0,453.0,297.0,743.0,1
431,431,1,1740.0,1101.0,880.0,701.0,1381.0,1
432,432,1,1557.0,894.0,707.0,557.0,965.0,1
433,433,1,1405.0,889.0,648.0,565.0,1368.0,1
434,434,1,869.0,777.0,677.0,675.0,1260.0,5
435,435,1,1275.0,726.0,518.0,398.0,1148.0,1
436,436,1,1943.0,1501.0,1370.0,944.0,1515.0,1
437,437,1,656.0,520.0,530.0,405.0,1196.0,5
438,438,1,649.0,422.0,651.0,357.0,604.0,1
439,439,1,464.0,334.0,531.0,301.0,445.0,1
440,440,1,1034.0,797.0,852.0,576.0,1185.0,1
441,441,1,562.0,389.0,440.0,449.0,324.0,1
442,442,1,1163.0,620.0,466.0,411.0,690.0,1
443,443,1,737.0,621.0,556.0,684.0,937.0,1
444,444,1,1208.0,734.0,513.0,384.0,506.0,1
445,445,1,922.0,480.0,388.0,267.0,312.0,1
446,446,1,425.0,407.0,425.0,319.0,544.0,1
447,447,1,790.0,689.0,687.0,578.0,844.0,1
448,448,1,821.0,628.0,595.0,817.0,357.0,1
449,449,1,723.0,732.0,562.0,514.0,716.0,1
450,450,1,2114.0,1237.0,893.0,585.0,957.0,1
451,451,1,403.0,330.0,366.0,420.0,411.0,1
452,452,1,607.0,496.0,594.0,575.0,766.0,1
453,453,1,2090.0,1320.0,1013.0,645.0,807.0,1
454,454,1,892.0,521.0,506.0,399.0,691.0,1
455,455,1,1525.0,1004.0,864.0,976.0,846.0,1
456,456,1,381.0,366.0,293.0,285.0,498.0,5
457,457,1,911.0,607.0,602.0,573.0,708.0,1
458,458,1,723.0,604.0,630.0,694.0,781.0,1
459,459,1,885.0,729.0,637.0,747.0,1348.0,5
460,460,1,1295.0,1206.0,1276.0,1323.0,1338.0,1
461,461,1,749.0,611.0,579.0,618.0,708.0,1
462,462,1,615.0,531.0,583.0,497.0,645.0,1
463,463,1,800.0,521.0,578.0,444.0,744.0,1
464,464,1,2139.0,1582.0,936.0,563.0,815.0,1
465,465,1,988.0,867.0,859.0,807.0,973.0,1
466,466,1,2379.0,1325.0,1092.0,1000.0,878.0,1
467,467,1,1013.0,825.0,724.0,951.0,861.0,1
468,468,1,740.0,531.0,614.0,582.0,826.0,1
469,469,1,1647.0,1041.0,870.0,740.0,1395.0,1
470,470,1,1902.0,1330.0,1233.0,1392.0,796.0,1
471,471,1,781.0,626.0,594.0,573.0,691.0,1
472,472,1,2401.0,1562.0,1110.0,1080.0,660.0,1
473,473,1,1863.0,1345.0,1024.0,953.0,536.0,1
474,474,1,566.0,513.0,393.0,356.0,344.0,1
475,475,1,1299.0,667.0,652.0,385.0,552.0,1
476,476,1,1436.0,967.0,651.0,511.0,1088.0,1
