,Texto,Clase,Clase1,Clase2,Clase3,Clase4,Clase5
27,"['mieza', 'like', 'board', 'school', 'alexand', 'children', 'macedonian', 'nobl', 'ptolemi', 'hephaist', 'cassand', 'mani', 'student', 'would', 'becom', 'friend', 'futur', 'gener', 'often', 'known']",1,1183.0,757.0,738.0,658.0,673.0
28,"['companion', 'aristotl', 'taught', 'alexand', 'companion', 'medicin', 'philosophi', 'moral', 'religion', 'logic', 'art', ""aristotle'"", 'tutelag', 'alexand', 'develop', 'passion', 'work', 'homer', 'particular', 'iliad']",1,910.0,305.0,367.0,162.0,372.0
29,"['youth', 'alexand', 'also', 'acquaint', 'persian', 'exil', 'macedonian', 'court', 'receiv', 'protect', 'philip', 'ii', 'sever', 'year', 'oppos', 'artaxerx', 'iii', '21', '22', '23']",1,1292.0,909.0,1188.0,539.0,961.0
30,"['among', 'artabazo', 'ii', 'daughter', 'barsin', 'futur', 'mistress', 'alexand', 'resid', 'macedonian', 'court', '352', '342', 'bc', 'well', 'amminap', 'futur', 'satrap', 'alexand', 'persian']",1,1479.0,425.0,437.0,257.0,325.0
31,"['nobleman', 'name', 'sisin', '21', '24', '25', '26', 'gave', 'macedonian', 'court', 'good', 'knowledg', 'persian', 'issu', 'may', 'even', 'influenc', 'innov', 'manag', 'macedonian']",1,739.0,609.0,688.0,420.0,568.0
32,"['age', '16', ""alexander'"", 'educ', 'aristotl', 'end', 'philip', 'wage', 'war', 'byzant', 'leav', 'alexand', 'charg', 'regent', 'heir', 'appar', '12', ""philip'"", 'absenc', 'thracian']",1,934.0,674.0,1047.0,1020.0,492.0
33,"['upon', ""philip'"", 'return', 'dispatch', 'alexand', 'small', 'forc', 'subdu', 'revolt', 'southern', 'thrace', 'campaign', 'greek', 'citi', 'perinthu', 'alexand', 'report', 'save', ""father'"", 'life']",1,1498.0,809.0,751.0,674.0,311.0
34,"['meanwhil', 'citi', 'amphissa', 'began', 'work', 'land', 'sacr', 'apollo', 'near', 'delphi', 'sacrileg', 'gave', 'philip', 'opportun', 'interven', 'greek', 'affair', 'still', 'occupi', 'thrace']",1,928.0,780.0,864.0,430.0,430.0
35,"['order', 'alexand', 'muster', 'armi', 'campaign', 'southern', 'greec', 'concern', 'greek', 'state', 'might', 'interven', 'alexand', 'made', 'look', 'though', 'prepar', 'attack', 'illyria', 'instead']",1,1438.0,954.0,765.0,1145.0,334.0
36,"['philip', 'armi', 'join', 'son', '338', 'bc', 'march', 'south', 'thermopyla', 'take', 'stubborn', 'resist', 'theban', 'garrison', 'went', 'occupi', 'citi', 'elatea', 'day', 'march']",1,1214.0,834.0,928.0,848.0,413.0
37,"['athen', 'thebe', 'athenian', 'led', 'demosthen', 'vote', 'seek', 'allianc', 'thebe', 'macedonia', 'athen', 'philip', 'sent', 'embassi', 'win', 'thebe', 'favour', 'athen', 'contest', '30']",1,367.0,301.0,573.0,344.0,92.0
38,"['philip', 'march', 'amphissa', 'ostens', 'act', 'request', 'amphictyon', 'leagu', 'captur', 'mercenari', 'sent', 'demosthen', 'accept', ""city'"", 'surrend', 'philip', 'return', 'elatea', 'send', 'final']",1,406.0,445.0,987.0,418.0,60.0
39,"['philip', 'march', 'south', 'oppon', 'block', 'near', 'chaeronea', 'boeotia', 'ensu', 'battl', 'chaeronea', 'philip', 'command', 'right', 'wing', 'alexand', 'left', 'accompani', 'group', ""philip'""]",1,830.0,540.0,1096.0,615.0,384.0
40,"['trust', 'gener', 'accord', 'ancient', 'sourc', 'two', 'side', 'fought', 'bitterli', 'time', 'philip', 'deliber', 'command', 'troop', 'retreat', 'count', 'untest', 'athenian', 'hoplit', 'follow']",1,1075.0,835.0,1017.0,812.0,601.0
41,"['thu', 'break', 'line', 'alexand', 'first', 'break', 'theban', 'line', 'follow', ""philip'"", 'gener', 'damag', ""enemy'"", 'cohes', 'philip', 'order', 'troop', 'press', 'forward', 'quickli']",1,960.0,631.0,1141.0,830.0,449.0
42,"['victori', 'chaeronea', 'philip', 'alexand', 'march', 'unoppos', 'peloponnes', 'welcom', 'citi', 'howev', 'reach', 'sparta', 'refus', 'resort', 'war', '33', 'corinth', 'philip', 'establish', 'hellen']",1,1188.0,780.0,1405.0,1224.0,314.0
43,"['allianc', 'model', 'old', 'anti-persian', 'allianc', 'greco-persian', 'war', 'includ', 'greek', 'city-st', 'except', 'sparta', 'philip', 'name', 'hegemon', 'often', 'translat', 'suprem', 'command', 'leagu']",1,1089.0,859.0,1164.0,1162.0,455.0
44,"['philip', 'return', 'pella', 'fell', 'love', 'marri', 'cleopatra', 'eurydic', '338', 'bc', '36', 'niec', 'gener', 'attalu', '37', 'marriag', 'made', ""alexander'"", 'posit', 'heir']",1,1029.0,487.0,846.0,367.0,439.0
45,"['less', 'secur', 'sinc', 'son', 'cleopatra', 'eurydic', 'would', 'fulli', 'macedonian', 'heir', 'alexand', 'half-macedonian', '38', 'wed', 'banquet', 'drunken', 'attalu', 'publicli', 'pray', 'god']",1,766.0,516.0,495.0,352.0,229.0
46,"['wed', 'cleopatra', 'philip', 'fell', 'love', 'marri', 'much', 'young', 'uncl', 'attalu', 'drink', 'desir', 'macedonian', 'would', 'implor', 'god', 'give', 'law', 'successor', 'kingdom']",1,727.0,694.0,888.0,408.0,255.0
47,"['niec', 'irrit', 'alexand', 'throw', 'one', 'cup', 'head', 'villain', 'said', 'bastard', 'philip', 'take', ""attalus'"", 'part', 'rose', 'would', 'run', 'son', 'good', 'fortun']",1,959.0,746.0,963.0,462.0,428.0
48,"['either', 'over-hasti', 'rage', 'wine', 'drunk', 'made', 'foot', 'slip', 'fell', 'floor', 'alexand', 'reproach', 'insult', 'see', 'said', 'man', 'make', 'prepar', 'pass', 'europ']",1,622.0,487.0,480.0,374.0,429.0
49,"['337', 'bc', 'alexand', 'fled', 'macedon', 'mother', 'drop', 'brother', 'king', 'alexand', 'epiru', 'dodona', 'capit', 'molossian', '40', 'continu', 'illyria', '40', 'sought', 'refug']",1,1457.0,678.0,551.0,288.0,329.0
50,"['one', 'illyrian', 'king', 'perhap', 'glaukia', 'treat', 'guest', 'despit', 'defeat', 'battl', 'year', '41', 'howev', 'appear', 'philip', 'never', 'intend', 'disown', 'polit', 'militarili']",1,1240.0,1301.0,1473.0,867.0,1010.0
51,"['follow', 'year', 'persian', 'satrap', 'governor', 'caria', 'pixodaru', 'offer', 'eldest', 'daughter', ""alexander'"", 'half-broth', 'philip', 'arrhidaeu', '40', 'olympia', 'sever', ""alexander'"", 'friend', 'suggest']",1,876.0,507.0,797.0,337.0,857.0
52,"['show', 'philip', 'intend', 'make', 'arrhidaeu', 'heir', '40', 'alexand', 'react', 'send', 'actor', 'thessalu', 'corinth', 'tell', 'pixodaru', 'offer', ""daughter'"", 'hand', 'illegitim', 'son']",1,631.0,406.0,606.0,170.0,235.0
53,"['instead', 'alexand', 'philip', 'heard', 'stop', 'negoti', 'scold', 'alexand', 'wish', 'marri', 'daughter', 'carian', 'explain', 'want', 'better', 'bride', '40', 'philip', 'exil', 'four']",1,836.0,302.0,796.0,251.0,134.0
54,"['summer', '336', 'bc', 'aega', 'attend', 'wed', 'daughter', 'cleopatra', ""olympias'"", 'brother', 'alexand', 'epiru', 'philip', 'assassin', 'captain', 'bodyguard', 'pausania', 'e', 'pausania', 'tri']",1,937.0,223.0,427.0,129.0,221.0
55,"['escap', 'trip', 'vine', 'kill', 'pursuer', 'includ', 'two', ""alexander'"", 'companion', 'perdicca', 'leonnatu', 'alexand', 'proclaim', 'king', 'spot', 'nobl', 'armi', 'age', '20', '45']",1,1183.0,1023.0,821.0,673.0,645.0
56,"['alexand', 'began', 'reign', 'elimin', 'potenti', 'rival', 'throne', 'cousin', 'former', 'amynta', 'iv', 'execut', '48', 'also', 'two', 'macedonian', 'princ', 'region', 'lyncesti', 'kill']",1,1147.0,860.0,824.0,656.0,603.0
57,"['spare', 'third', 'alexand', 'lyncest', 'olympia', 'cleopatra', 'eurydic', 'europa', 'daughter', 'philip', 'burn', 'aliv', 'alexand', 'learn', 'furiou', 'alexand', 'also', 'order', 'murder', 'attalu']",1,1302.0,501.0,676.0,359.0,339.0
58,"['attalu', 'time', 'correspond', 'demosthen', 'regard', 'possibl', 'defect', 'athen', 'attalu', 'also', 'sever', 'insult', 'alexand', 'follow', ""cleopatra'"", 'murder', 'alexand', 'may', 'consid', 'danger']",1,1380.0,821.0,850.0,618.0,1065.0
59,"['news', ""philip'"", 'death', 'rous', 'mani', 'state', 'revolt', 'includ', 'thebe', 'athen', 'thessali', 'thracian', 'tribe', 'north', 'macedon', 'news', 'revolt', 'reach', 'alexand', 'respond']",1,1039.0,839.0,887.0,767.0,490.0
60,"['quickli', 'though', 'advis', 'use', 'diplomaci', 'alexand', 'muster', '3,000', 'macedonian', 'cavalri', 'rode', 'south', 'toward', 'thessali', 'found', 'thessalian', 'armi', 'occupi', 'pass', 'mount']",1,1067.0,745.0,612.0,712.0,834.0
61,"['olympu', 'mount', 'ossa', 'order', 'men', 'ride', 'mount', 'ossa', 'thessalian', 'awok', 'next', 'day', 'found', 'alexand', 'rear', 'promptli', 'surrend', 'ad', 'cavalri', ""alexander'""]",1,883.0,406.0,379.0,416.0,327.0
62,"['alexand', 'stop', 'thermopyla', 'recogn', 'leader', 'amphictyon', 'leagu', 'head', 'south', 'corinth', 'athen', 'su', 'peac', 'alexand', 'pardon', 'rebel', 'famou', 'encount', 'alexand', 'diogen']",1,1040.0,258.0,381.0,358.0,174.0
63,"['cynic', 'occur', ""alexander'"", 'stay', 'corinth', 'alexand', 'ask', 'diogen', 'could', 'philosoph', 'disdain', 'ask', 'alexand', 'stand', 'littl', 'side', 'block', 'sunlight', '52', 'repli']",1,867.0,265.0,295.0,289.0,243.0
64,"['appar', 'delight', 'alexand', 'report', 'said', 'verili', 'alexand', 'would', 'like', 'diogen', '53', 'corinth', 'alexand', 'took', 'titl', 'hegemon', 'leader', 'like', 'philip', 'appoint']",1,1390.0,553.0,787.0,517.0,471.0
65,"['cross', 'asia', 'alexand', 'want', 'safeguard', 'northern', 'border', 'spring', '335', 'bc', 'advanc', 'suppress', 'sever', 'revolt', 'start', 'amphipoli', 'travel', 'east', 'countri', 'independ']",1,1205.0,601.0,555.0,693.0,719.0
66,"['thracian', 'mount', 'haemu', 'macedonian', 'armi', 'attack', 'defeat', 'thracian', 'forc', 'man', 'height', '55', 'macedonian', 'march', 'countri', 'tribal', 'defeat', 'armi', 'near', 'lyginu']",1,943.0,937.0,740.0,1423.0,195.0
67,"['river', '56', 'tributari', 'danub', 'alexand', 'march', 'three', 'day', 'danub', 'encount', 'geta', 'tribe', 'opposit', 'shore', 'cross', 'river', 'night', 'surpris', 'forc', 'armi']",1,936.0,700.0,676.0,927.0,253.0
68,"['news', 'reach', 'alexand', 'cleitu', 'king', 'illyria', 'king', 'glaukia', 'taulantii', 'open', 'revolt', 'author', 'march', 'west', 'illyria', 'alexand', 'defeat', 'turn', 'forc', 'two']",1,1583.0,1373.0,1298.0,947.0,240.0
69,"['alexand', 'campaign', 'north', 'theban', 'athenian', 'rebel', 'alexand', 'immedi', 'head', 'south', '59', 'citi', 'hesit', 'thebe', 'decid', 'fight', 'theban', 'resist', 'ineffect', 'alexand']",1,1365.0,513.0,509.0,493.0,318.0
70,"['raze', 'citi', 'divid', 'territori', 'boeotian', 'citi', 'end', 'thebe', 'cow', 'athen', 'leav', 'greec', 'temporarili', 'peac', '59', 'alexand', 'set', 'asian', 'campaign', 'leav']",1,1103.0,782.0,594.0,670.0,328.0
71,"['accord', 'ancient', 'writer', 'demosthen', 'call', 'alexand', 'margit', 'greek', 'μαργίτης', '61', '62', '63', 'boy', '63', 'greek', 'use', 'word', 'margit', 'describ', 'fool']",1,1545.0,704.0,493.0,313.0,703.0
72,"['336', 'bc', 'philip', 'ii', 'alreadi', 'sent', 'parmenion', 'amynta', 'andromen', 'attalu', 'armi', '10,000', 'men', 'anatolia', 'make', 'prepar', 'invas', 'free', 'greek', 'live']",1,1326.0,707.0,834.0,630.0,442.0
73,"['western', 'coast', 'island', 'achaemenid', 'rule', '65', '66', 'first', 'went', 'well', 'greek', 'citi', 'western', 'coast', 'anatolia', 'revolt', 'news', 'arriv', 'philip', 'murder']",1,1274.0,1229.0,1350.0,697.0,626.0
74,"['take', 'invas', 'project', 'philip', 'ii', ""alexander'"", 'armi', 'cross', 'hellespont', '334', 'bc', 'approxim', '48,100', 'soldier', '6,100', 'cavalri', 'fleet', '120', 'ship', 'crew']",1,1114.0,575.0,862.0,628.0,276.0
75,"['number', '38,000', '59', 'drawn', 'macedon', 'variou', 'greek', 'city-st', 'mercenari', 'feudal', 'rais', 'soldier', 'thrace', 'paionia', 'illyria', '67', 'f', 'show', 'intent', 'conquer']",1,593.0,513.0,272.0,242.0,244.0
76,"['entireti', 'persian', 'empir', 'throw', 'spear', 'asian', 'soil', 'say', 'accept', 'asia', 'gift', 'god', 'also', 'show', ""alexander'"", 'eager', 'fight', 'contrast', ""father'"", 'prefer']",1,941.0,837.0,612.0,412.0,585.0
77,"['initi', 'victori', 'persian', 'forc', 'battl', 'granicu', 'alexand', 'accept', 'surrend', 'persian', 'provinci', 'capit', 'treasuri', 'sardi', 'proceed', 'along', 'ionian', 'coast', 'grant', 'autonomi']",1,993.0,632.0,671.0,803.0,120.0
78,"['democraci', 'citi', 'miletu', 'held', 'achaemenid', 'forc', 'requir', 'delic', 'sieg', 'oper', 'persian', 'naval', 'forc', 'nearbi', 'south', 'halicarnassu', 'caria', 'alexand', 'success', 'wage']",1,1127.0,799.0,803.0,1015.0,262.0
79,"['first', 'large-scal', 'sieg', 'eventu', 'forc', 'oppon', 'mercenari', 'captain', 'memnon', 'rhode', 'persian', 'satrap', 'caria', 'orontob', 'withdraw', 'sea', '68', 'alexand', 'left', 'govern']",1,973.0,689.0,782.0,874.0,312.0
80,"['halicarnassu', 'alexand', 'proceed', 'mountain', 'lycia', 'pamphylian', 'plain', 'assert', 'control', 'coastal', 'citi', 'deni', 'persian', 'naval', 'base', 'pamphylia', 'onward', 'coast', 'held', 'major']",1,955.0,537.0,498.0,441.0,319.0
81,"['port', 'alexand', 'move', 'inland', 'termesso', 'alexand', 'humbl', 'storm', 'pisidian', 'citi', '70', 'ancient', 'phrygian', 'capit', 'gordium', 'alexand', 'undid', 'hitherto', 'unsolv', 'gordian']",1,1291.0,298.0,257.0,222.0,189.0
82,"['spring', '333', 'bc', 'alexand', 'cross', 'tauru', 'cilicia', 'long', 'paus', 'due', 'ill', 'march', 'toward', 'syria', 'though', 'outmanoeuv', 'dariu', 'significantli', 'larger', 'armi']",1,1200.0,485.0,378.0,574.0,428.0
83,"['march', 'back', 'cilicia', 'defeat', 'dariu', 'issu', 'dariu', 'fled', 'battl', 'caus', 'armi', 'collaps', 'left', 'behind', 'wife', 'two', 'daughter', 'mother', 'sisygambi', 'fabul']",1,805.0,782.0,749.0,1026.0,253.0
84,"['treasur', '73', 'offer', 'peac', 'treati', 'includ', 'land', 'alreadi', 'lost', 'ransom', '10,000', 'talent', 'famili', 'alexand', 'repli', 'sinc', 'king', 'asia', 'alon', 'decid']",1,1020.0,1058.0,980.0,668.0,476.0
85,"['territori', 'divis', '74', 'alexand', 'proceed', 'take', 'possess', 'syria', 'coast', 'levant', '69', 'follow', 'year', '332', 'bc', 'forc', 'attack', 'tyre', 'captur', 'long']",1,1502.0,807.0,911.0,925.0,921.0
86,"['alexand', 'destroy', 'tyre', 'town', 'rout', 'egypt', 'quickli', 'capitul', 'howev', 'alexand', 'met', 'resist', 'gaza', 'stronghold', 'heavili', 'fortifi', 'built', 'hill', 'requir', 'sieg']",1,1081.0,451.0,429.0,371.0,312.0
87,"['engin', 'point', 'height', 'mound', 'would', 'imposs', '...', 'encourag', 'alexand', 'make', 'attempt', '78', 'three', 'unsuccess', 'assault', 'stronghold', 'fell', 'alexand', 'receiv', 'seriou']",1,955.0,473.0,586.0,497.0,340.0
88,"['alexand', 'advanc', 'egypt', 'later', '332', 'bc', 'regard', 'liber', '[8', '0', 'pronounc', 'son', 'deiti', 'amun', 'oracl', 'siwa', 'oasi', 'libyan', 'desert', '[8']",1,1373.0,549.0,433.0,371.0,631.0
89,"['1', 'henceforth', 'alexand', 'often', 'refer', 'zeus-ammon', 'true', 'father', 'death', 'currenc', 'depict', 'adorn', 'horn', 'ammon', 'symbol', 'divin', '[8', '2', 'stay', 'egypt']",1,866.0,487.0,408.0,313.0,530.0
90,"['leav', 'egypt', '331', 'bce', 'alexand', 'march', 'eastward', 'achaemenid', 'assyria', 'upper', 'mesopotamia', 'northern', 'iraq', 'defeat', 'dariu', 'battl', 'gaugamela', '[8', '4', 'dariu']",1,1054.0,525.0,439.0,541.0,523.0
91,"['fled', 'field', 'alexand', 'chase', 'far', 'arbela', 'gaugamela', 'would', 'final', 'decis', 'encount', 'two', '[8', '5', 'dariu', 'fled', 'mountain', 'ecbatana', 'modern', 'hamadan']",1,918.0,578.0,674.0,563.0,801.0
92,"['babylon', 'alexand', 'went', 'susa', 'one', 'achaemenid', 'capit', 'captur', 'treasuri', '[8', '6', 'sent', 'bulk', 'armi', 'persian', 'ceremoni', 'capit', 'persepoli', 'via', 'persian']",1,1181.0,708.0,576.0,681.0,355.0
93,"['royal', 'road', 'alexand', 'took', 'select', 'troop', 'direct', 'rout', 'citi', 'storm', 'pass', 'persian', 'gate', 'modern', 'zagro', 'mountain', 'block', 'persian', 'armi', 'ariobarzan']",1,1105.0,655.0,680.0,688.0,531.0
94,"['enter', 'persepoli', 'alexand', 'allow', 'troop', 'loot', 'citi', 'sever', 'day', '[8', '8]', 'alexand', 'stay', 'persepoli', 'five', 'month', '[8', '9', 'stay', 'fire']",1,1234.0,583.0,608.0,661.0,617.0
95,"['broke', 'eastern', 'palac', 'xerx', 'spread', 'rest', 'citi', 'possibl', 'caus', 'includ', 'drunken', 'accid', 'deliber', 'reveng', 'burn', 'acropoli', 'athen', 'second', 'persian', 'war']",1,973.0,768.0,809.0,1149.0,615.0
96,"['xerx', ';[', '90', 'plutarch', 'diodoru', 'alleg', ""alexander'"", 'companion', 'hetaera', 'thaï', 'instig', 'start', 'fire', 'even', 'watch', 'citi', 'burn', 'alexand', 'immedi', 'began']",1,869.0,389.0,325.0,331.0,430.0
97,"['regret', 'decis', '91', '92', '93', 'plutarch', 'claim', 'order', 'men', 'put', 'fire', '91', 'flame', 'alreadi', 'spread', 'citi', '91', 'curtiu', 'claim', 'alexand']",1,901.0,579.0,526.0,414.0,380.0
98,"['alexand', 'chase', 'dariu', 'first', 'media', 'parthia', '96', 'persian', 'king', 'longer', 'control', 'destini', 'taken', 'prison', 'bessu', 'bactrian', 'satrap', 'kinsman', '97', 'alexand']",1,1311.0,739.0,705.0,405.0,283.0
99,"['approach', 'bessu', 'men', 'fatal', 'stab', 'great', 'king', 'declar', 'dariu', 'successor', 'artaxerx', 'v', 'retreat', 'central', 'asia', 'launch', 'guerrilla', 'campaign', 'alexand', '98']",1,947.0,779.0,702.0,595.0,225.0
100,"['alexand', 'buri', 'dariu', 'remain', 'next', 'achaemenid', 'predecessor', 'regal', 'funer', '99', 'claim', 'die', 'dariu', 'name', 'successor', 'achaemenid', 'throne', '100', 'achaemenid', 'empir']",1,1049.0,898.0,629.0,333.0,320.0
101,"['alexand', 'view', 'bessu', 'usurp', 'set', 'defeat', 'campaign', 'initi', 'bessu', 'turn', 'grand', 'tour', 'central', 'asia', 'alexand', 'found', 'seri', 'new', 'citi', 'call']",1,1485.0,927.0,863.0,998.0,664.0
102,"['alexandria', 'includ', 'modern', 'kandahar', 'afghanistan', 'alexandria', 'eschat', 'furthest', 'modern', 'tajikistan', 'campaign', 'took', 'alexand', 'media', 'parthia', 'aria', 'west', 'afghanistan', 'drangiana', 'arachosia']",1,927.0,498.0,442.0,434.0,893.0
103,"['329', 'bc', 'spitamen', 'held', 'undefin', 'posit', 'satrapi', 'sogdiana', 'betray', 'bessu', 'ptolemi', 'one', ""alexander'"", 'trust', 'companion', 'bessu', 'execut', '103', 'howev', 'point']",1,1047.0,434.0,484.0,388.0,557.0
104,"['later', 'alexand', 'jaxart', 'deal', 'incurs', 'hors', 'nomad', 'armi', 'spitamen', 'rais', 'sogdiana', 'revolt', 'alexand', 'person', 'defeat', 'scythian', 'battl', 'jaxart', 'immedi', 'launch']",1,1151.0,713.0,579.0,814.0,176.0
105,"['time', 'alexand', 'adopt', 'element', 'persian', 'dress', 'custom', 'court', 'notabl', 'custom', 'proskynesi', 'either', 'symbol', 'kiss', 'hand', 'prostrat', 'ground', 'persian', 'show', 'social']",1,920.0,539.0,468.0,306.0,519.0
