,Texto,Clase,Clase1,Clase2,Clase3,Clase4,Clase5
23,"['mieza', 'like', 'board', 'school', 'alexand', 'children', 'macedonian', 'nobl', 'ptolemi', 'hephaist', 'cassand', 'mani', 'student', 'would', 'becom', 'friend', 'futur', 'gener', 'often', 'known']",1,687.0,434.0,428.0,459.0,369.0
24,"['companion', 'aristotl', 'taught', 'alexand', 'companion', 'medicin', 'philosophi', 'moral', 'religion', 'logic', 'art', ""aristotle'"", 'tutelag', 'alexand', 'develop', 'passion', 'work', 'homer', 'particular', 'iliad']",1,620.0,217.0,288.0,153.0,316.0
25,"['youth', 'alexand', 'also', 'acquaint', 'persian', 'exil', 'macedonian', 'court', 'receiv', 'protect', 'philip', 'ii', 'sever', 'year', 'oppos', 'artaxerx', 'iii', '21', '22', '23']",1,854.0,584.0,693.0,413.0,652.0
26,"['among', 'artabazo', 'ii', 'daughter', 'barsin', 'futur', 'mistress', 'alexand', 'resid', 'macedonian', 'court', '352', '342', 'bc', 'well', 'amminap', 'futur', 'satrap', 'alexand', 'persian']",1,942.0,216.0,254.0,222.0,252.0
27,"['nobleman', 'name', 'sisin', '21', '24', '25', '26', 'gave', 'macedonian', 'court', 'good', 'knowledg', 'persian', 'issu', 'may', 'even', 'influenc', 'innov', 'manag', 'macedonian']",1,482.0,399.0,439.0,349.0,420.0
28,"['age', '16', ""alexander'"", 'educ', 'aristotl', 'end', 'philip', 'wage', 'war', 'byzant', 'leav', 'alexand', 'charg', 'regent', 'heir', 'appar', '12', ""philip'"", 'absenc', 'thracian']",1,577.0,364.0,571.0,712.0,184.0
29,"['upon', ""philip'"", 'return', 'dispatch', 'alexand', 'small', 'forc', 'subdu', 'revolt', 'southern', 'thrace', 'campaign', 'greek', 'citi', 'perinthu', 'alexand', 'report', 'save', ""father'"", 'life']",1,951.0,442.0,396.0,505.0,210.0
30,"['meanwhil', 'citi', 'amphissa', 'began', 'work', 'land', 'sacr', 'apollo', 'near', 'delphi', 'sacrileg', 'gave', 'philip', 'opportun', 'interven', 'greek', 'affair', 'still', 'occupi', 'thrace']",1,606.0,478.0,489.0,328.0,354.0
31,"['order', 'alexand', 'muster', 'armi', 'campaign', 'southern', 'greec', 'concern', 'greek', 'state', 'might', 'interven', 'alexand', 'made', 'look', 'though', 'prepar', 'attack', 'illyria', 'instead']",1,906.0,510.0,403.0,773.0,252.0
32,"['philip', 'armi', 'join', 'son', '338', 'bc', 'march', 'south', 'thermopyla', 'take', 'stubborn', 'resist', 'theban', 'garrison', 'went', 'occupi', 'citi', 'elatea', 'day', 'march']",1,777.0,406.0,431.0,550.0,350.0
33,"['athen', 'thebe', 'athenian', 'led', 'demosthen', 'vote', 'seek', 'allianc', 'thebe', 'macedonia', 'athen', 'philip', 'sent', 'embassi', 'win', 'thebe', 'favour', 'athen', 'contest', '30']",1,242.0,169.0,331.0,277.0,81.0
34,"['philip', 'march', 'amphissa', 'ostens', 'act', 'request', 'amphictyon', 'leagu', 'captur', 'mercenari', 'sent', 'demosthen', 'accept', ""city'"", 'surrend', 'philip', 'return', 'elatea', 'send', 'final']",1,234.0,219.0,415.0,287.0,62.0
35,"['philip', 'march', 'south', 'oppon', 'block', 'near', 'chaeronea', 'boeotia', 'ensu', 'battl', 'chaeronea', 'philip', 'command', 'right', 'wing', 'alexand', 'left', 'accompani', 'group', ""philip'""]",1,544.0,298.0,486.0,439.0,313.0
36,"['trust', 'gener', 'accord', 'ancient', 'sourc', 'two', 'side', 'fought', 'bitterli', 'time', 'philip', 'deliber', 'command', 'troop', 'retreat', 'count', 'untest', 'athenian', 'hoplit', 'follow']",1,611.0,438.0,521.0,543.0,387.0
37,"['thu', 'break', 'line', 'alexand', 'first', 'break', 'theban', 'line', 'follow', ""philip'"", 'gener', 'damag', ""enemy'"", 'cohes', 'philip', 'order', 'troop', 'press', 'forward', 'quickli']",1,586.0,355.0,622.0,581.0,339.0
38,"['victori', 'chaeronea', 'philip', 'alexand', 'march', 'unoppos', 'peloponnes', 'welcom', 'citi', 'howev', 'reach', 'sparta', 'refus', 'resort', 'war', '33', 'corinth', 'philip', 'establish', 'hellen']",1,766.0,441.0,732.0,776.0,247.0
39,"['allianc', 'model', 'old', 'anti-persian', 'allianc', 'greco-persian', 'war', 'includ', 'greek', 'city-st', 'except', 'sparta', 'philip', 'name', 'hegemon', 'often', 'translat', 'suprem', 'command', 'leagu']",1,721.0,584.0,646.0,758.0,365.0
40,"['philip', 'return', 'pella', 'fell', 'love', 'marri', 'cleopatra', 'eurydic', '338', 'bc', '36', 'niec', 'gener', 'attalu', '37', 'marriag', 'made', ""alexander'"", 'posit', 'heir']",1,682.0,272.0,374.0,297.0,326.0
41,"['less', 'secur', 'sinc', 'son', 'cleopatra', 'eurydic', 'would', 'fulli', 'macedonian', 'heir', 'alexand', 'half-macedonian', '38', 'wed', 'banquet', 'drunken', 'attalu', 'publicli', 'pray', 'god']",1,445.0,307.0,288.0,269.0,150.0
42,"['wed', 'cleopatra', 'philip', 'fell', 'love', 'marri', 'much', 'young', 'uncl', 'attalu', 'drink', 'desir', 'macedonian', 'would', 'implor', 'god', 'give', 'law', 'successor', 'kingdom']",1,432.0,340.0,468.0,291.0,193.0
43,"['niec', 'irrit', 'alexand', 'throw', 'one', 'cup', 'head', 'villain', 'said', 'bastard', 'philip', 'take', ""attalus'"", 'part', 'rose', 'would', 'run', 'son', 'good', 'fortun']",1,639.0,450.0,542.0,340.0,343.0
44,"['either', 'over-hasti', 'rage', 'wine', 'drunk', 'made', 'foot', 'slip', 'fell', 'floor', 'alexand', 'reproach', 'insult', 'see', 'said', 'man', 'make', 'prepar', 'pass', 'europ']",1,407.0,188.0,220.0,241.0,236.0
45,"['337', 'bc', 'alexand', 'fled', 'macedon', 'mother', 'drop', 'brother', 'king', 'alexand', 'epiru', 'dodona', 'capit', 'molossian', '40', 'continu', 'illyria', '40', 'sought', 'refug']",1,1027.0,405.0,360.0,231.0,276.0
46,"['one', 'illyrian', 'king', 'perhap', 'glaukia', 'treat', 'guest', 'despit', 'defeat', 'battl', 'year', '41', 'howev', 'appear', 'philip', 'never', 'intend', 'disown', 'polit', 'militarili']",1,703.0,680.0,749.0,552.0,619.0
47,"['follow', 'year', 'persian', 'satrap', 'governor', 'caria', 'pixodaru', 'offer', 'eldest', 'daughter', ""alexander'"", 'half-broth', 'philip', 'arrhidaeu', '40', 'olympia', 'sever', ""alexander'"", 'friend', 'suggest']",1,531.0,260.0,376.0,182.0,422.0
48,"['show', 'philip', 'intend', 'make', 'arrhidaeu', 'heir', '40', 'alexand', 'react', 'send', 'actor', 'thessalu', 'corinth', 'tell', 'pixodaru', 'offer', ""daughter'"", 'hand', 'illegitim', 'son']",1,374.0,160.0,310.0,145.0,123.0
49,"['instead', 'alexand', 'philip', 'heard', 'stop', 'negoti', 'scold', 'alexand', 'wish', 'marri', 'daughter', 'carian', 'explain', 'want', 'better', 'bride', '40', 'philip', 'exil', 'four']",1,567.0,170.0,428.0,205.0,101.0
50,"['summer', '336', 'bc', 'aega', 'attend', 'wed', 'daughter', 'cleopatra', ""olympias'"", 'brother', 'alexand', 'epiru', 'philip', 'assassin', 'captain', 'bodyguard', 'pausania', 'e', 'pausania', 'tri']",1,698.0,120.0,225.0,110.0,184.0
51,"['escap', 'trip', 'vine', 'kill', 'pursuer', 'includ', 'two', ""alexander'"", 'companion', 'perdicca', 'leonnatu', 'alexand', 'proclaim', 'king', 'spot', 'nobl', 'armi', 'age', '20', '45']",1,756.0,585.0,493.0,501.0,506.0
52,"['alexand', 'began', 'reign', 'elimin', 'potenti', 'rival', 'throne', 'cousin', 'former', 'amynta', 'iv', 'execut', '48', 'also', 'two', 'macedonian', 'princ', 'region', 'lyncesti', 'kill']",1,545.0,515.0,505.0,476.0,426.0
53,"['spare', 'third', 'alexand', 'lyncest', 'olympia', 'cleopatra', 'eurydic', 'europa', 'daughter', 'philip', 'burn', 'aliv', 'alexand', 'learn', 'furiou', 'alexand', 'also', 'order', 'murder', 'attalu']",1,874.0,310.0,410.0,302.0,287.0
54,"['attalu', 'time', 'correspond', 'demosthen', 'regard', 'possibl', 'defect', 'athen', 'attalu', 'also', 'sever', 'insult', 'alexand', 'follow', ""cleopatra'"", 'murder', 'alexand', 'may', 'consid', 'danger']",1,879.0,515.0,537.0,463.0,729.0
55,"['news', ""philip'"", 'death', 'rous', 'mani', 'state', 'revolt', 'includ', 'thebe', 'athen', 'thessali', 'thracian', 'tribe', 'north', 'macedon', 'news', 'revolt', 'reach', 'alexand', 'respond']",1,676.0,529.0,519.0,529.0,363.0
56,"['quickli', 'though', 'advis', 'use', 'diplomaci', 'alexand', 'muster', '3,000', 'macedonian', 'cavalri', 'rode', 'south', 'toward', 'thessali', 'found', 'thessalian', 'armi', 'occupi', 'pass', 'mount']",1,727.0,439.0,378.0,490.0,608.0
57,"['olympu', 'mount', 'ossa', 'order', 'men', 'ride', 'mount', 'ossa', 'thessalian', 'awok', 'next', 'day', 'found', 'alexand', 'rear', 'promptli', 'surrend', 'ad', 'cavalri', ""alexander'""]",1,543.0,248.0,249.0,339.0,258.0
58,"['alexand', 'stop', 'thermopyla', 'recogn', 'leader', 'amphictyon', 'leagu', 'head', 'south', 'corinth', 'athen', 'su', 'peac', 'alexand', 'pardon', 'rebel', 'famou', 'encount', 'alexand', 'diogen']",1,553.0,158.0,251.0,278.0,174.0
59,"['cynic', 'occur', ""alexander'"", 'stay', 'corinth', 'alexand', 'ask', 'diogen', 'could', 'philosoph', 'disdain', 'ask', 'alexand', 'stand', 'littl', 'side', 'block', 'sunlight', '52', 'repli']",1,605.0,173.0,205.0,239.0,198.0
60,"['appar', 'delight', 'alexand', 'report', 'said', 'verili', 'alexand', 'would', 'like', 'diogen', '53', 'corinth', 'alexand', 'took', 'titl', 'hegemon', 'leader', 'like', 'philip', 'appoint']",1,900.0,320.0,433.0,387.0,338.0
61,"['cross', 'asia', 'alexand', 'want', 'safeguard', 'northern', 'border', 'spring', '335', 'bc', 'advanc', 'suppress', 'sever', 'revolt', 'start', 'amphipoli', 'travel', 'east', 'countri', 'independ']",1,808.0,352.0,351.0,425.0,554.0
62,"['thracian', 'mount', 'haemu', 'macedonian', 'armi', 'attack', 'defeat', 'thracian', 'forc', 'man', 'height', '55', 'macedonian', 'march', 'countri', 'tribal', 'defeat', 'armi', 'near', 'lyginu']",1,633.0,508.0,447.0,1033.0,195.0
63,"['river', '56', 'tributari', 'danub', 'alexand', 'march', 'three', 'day', 'danub', 'encount', 'geta', 'tribe', 'opposit', 'shore', 'cross', 'river', 'night', 'surpris', 'forc', 'armi']",1,542.0,304.0,366.0,514.0,182.0
64,"['news', 'reach', 'alexand', 'cleitu', 'king', 'illyria', 'king', 'glaukia', 'taulantii', 'open', 'revolt', 'author', 'march', 'west', 'illyria', 'alexand', 'defeat', 'turn', 'forc', 'two']",1,974.0,727.0,744.0,613.0,168.0
65,"['alexand', 'campaign', 'north', 'theban', 'athenian', 'rebel', 'alexand', 'immedi', 'head', 'south', '59', 'citi', 'hesit', 'thebe', 'decid', 'fight', 'theban', 'resist', 'ineffect', 'alexand']",1,612.0,259.0,317.0,345.0,270.0
66,"['raze', 'citi', 'divid', 'territori', 'boeotian', 'citi', 'end', 'thebe', 'cow', 'athen', 'leav', 'greec', 'temporarili', 'peac', '59', 'alexand', 'set', 'asian', 'campaign', 'leav']",1,714.0,433.0,365.0,509.0,278.0
67,"['accord', 'ancient', 'writer', 'demosthen', 'call', 'alexand', 'margit', 'greek', 'μαργίτης', '61', '62', '63', 'boy', '63', 'greek', 'use', 'word', 'margit', 'describ', 'fool']",1,1001.0,463.0,306.0,261.0,530.0
68,"['336', 'bc', 'philip', 'ii', 'alreadi', 'sent', 'parmenion', 'amynta', 'andromen', 'attalu', 'armi', '10,000', 'men', 'anatolia', 'make', 'prepar', 'invas', 'free', 'greek', 'live']",1,896.0,395.0,465.0,466.0,315.0
69,"['western', 'coast', 'island', 'achaemenid', 'rule', '65', '66', 'first', 'went', 'well', 'greek', 'citi', 'western', 'coast', 'anatolia', 'revolt', 'news', 'arriv', 'philip', 'murder']",1,780.0,669.0,757.0,489.0,452.0
70,"['take', 'invas', 'project', 'philip', 'ii', ""alexander'"", 'armi', 'cross', 'hellespont', '334', 'bc', 'approxim', '48,100', 'soldier', '6,100', 'cavalri', 'fleet', '120', 'ship', 'crew']",1,768.0,315.0,440.0,435.0,221.0
71,"['number', '38,000', '59', 'drawn', 'macedon', 'variou', 'greek', 'city-st', 'mercenari', 'feudal', 'rais', 'soldier', 'thrace', 'paionia', 'illyria', '67', 'f', 'show', 'intent', 'conquer']",1,335.0,296.0,156.0,154.0,174.0
72,"['entireti', 'persian', 'empir', 'throw', 'spear', 'asian', 'soil', 'say', 'accept', 'asia', 'gift', 'god', 'also', 'show', ""alexander'"", 'eager', 'fight', 'contrast', ""father'"", 'prefer']",1,605.0,567.0,436.0,322.0,428.0
73,"['initi', 'victori', 'persian', 'forc', 'battl', 'granicu', 'alexand', 'accept', 'surrend', 'persian', 'provinci', 'capit', 'treasuri', 'sardi', 'proceed', 'along', 'ionian', 'coast', 'grant', 'autonomi']",1,669.0,328.0,404.0,547.0,136.0
74,"['democraci', 'citi', 'miletu', 'held', 'achaemenid', 'forc', 'requir', 'delic', 'sieg', 'oper', 'persian', 'naval', 'forc', 'nearbi', 'south', 'halicarnassu', 'caria', 'alexand', 'success', 'wage']",1,765.0,427.0,470.0,734.0,227.0
75,"['first', 'large-scal', 'sieg', 'eventu', 'forc', 'oppon', 'mercenari', 'captain', 'memnon', 'rhode', 'persian', 'satrap', 'caria', 'orontob', 'withdraw', 'sea', '68', 'alexand', 'left', 'govern']",1,517.0,298.0,302.0,418.0,137.0
76,"['halicarnassu', 'alexand', 'proceed', 'mountain', 'lycia', 'pamphylian', 'plain', 'assert', 'control', 'coastal', 'citi', 'deni', 'persian', 'naval', 'base', 'pamphylia', 'onward', 'coast', 'held', 'major']",1,606.0,289.0,308.0,305.0,229.0
77,"['port', 'alexand', 'move', 'inland', 'termesso', 'alexand', 'humbl', 'storm', 'pisidian', 'citi', '70', 'ancient', 'phrygian', 'capit', 'gordium', 'alexand', 'undid', 'hitherto', 'unsolv', 'gordian']",1,846.0,177.0,184.0,182.0,180.0
78,"['alexand', 'destroy', 'tyre', 'town', 'rout', 'egypt', 'quickli', 'capitul', 'howev', 'alexand', 'met', 'resist', 'gaza', 'stronghold', 'heavili', 'fortifi', 'built', 'hill', 'requir', 'sieg']",1,551.0,265.0,254.0,286.0,254.0
79,"['engin', 'point', 'height', 'mound', 'would', 'imposs', '...', 'encourag', 'alexand', 'make', 'attempt', '78', 'three', 'unsuccess', 'assault', 'stronghold', 'fell', 'alexand', 'receiv', 'seriou']",1,638.0,280.0,376.0,396.0,268.0
80,"['alexand', 'advanc', 'egypt', 'later', '332', 'bc', 'regard', 'liber', '[8', '0', 'pronounc', 'son', 'deiti', 'amun', 'oracl', 'siwa', 'oasi', 'libyan', 'desert', '[8']",1,745.0,311.0,247.0,242.0,411.0
81,"['1', 'henceforth', 'alexand', 'often', 'refer', 'zeus-ammon', 'true', 'father', 'death', 'currenc', 'depict', 'adorn', 'horn', 'ammon', 'symbol', 'divin', '[8', '2', 'stay', 'egypt']",1,483.0,298.0,248.0,245.0,343.0
82,"['leav', 'egypt', '331', 'bce', 'alexand', 'march', 'eastward', 'achaemenid', 'assyria', 'upper', 'mesopotamia', 'northern', 'iraq', 'defeat', 'dariu', 'battl', 'gaugamela', '[8', '4', 'dariu']",1,652.0,285.0,277.0,384.0,427.0
83,"['fled', 'field', 'alexand', 'chase', 'far', 'arbela', 'gaugamela', 'would', 'final', 'decis', 'encount', 'two', '[8', '5', 'dariu', 'fled', 'mountain', 'ecbatana', 'modern', 'hamadan']",1,602.0,351.0,400.0,439.0,513.0
84,"['babylon', 'alexand', 'went', 'susa', 'one', 'achaemenid', 'capit', 'captur', 'treasuri', '[8', '6', 'sent', 'bulk', 'armi', 'persian', 'ceremoni', 'capit', 'persepoli', 'via', 'persian']",1,678.0,433.0,363.0,506.0,269.0
85,"['royal', 'road', 'alexand', 'took', 'select', 'troop', 'direct', 'rout', 'citi', 'storm', 'pass', 'persian', 'gate', 'modern', 'zagro', 'mountain', 'block', 'persian', 'armi', 'ariobarzan']",1,716.0,362.0,370.0,511.0,381.0
86,"['alexand', 'chase', 'dariu', 'first', 'media', 'parthia', '96', 'persian', 'king', 'longer', 'control', 'destini', 'taken', 'prison', 'bessu', 'bactrian', 'satrap', 'kinsman', '97', 'alexand']",1,546.0,417.0,439.0,313.0,224.0
87,"['approach', 'bessu', 'men', 'fatal', 'stab', 'great', 'king', 'declar', 'dariu', 'successor', 'artaxerx', 'v', 'retreat', 'central', 'asia', 'launch', 'guerrilla', 'campaign', 'alexand', '98']",1,617.0,448.0,458.0,446.0,213.0
88,"['alexand', 'buri', 'dariu', 'remain', 'next', 'achaemenid', 'predecessor', 'regal', 'funer', '99', 'claim', 'die', 'dariu', 'name', 'successor', 'achaemenid', 'throne', '100', 'achaemenid', 'empir']",1,400.0,349.0,331.0,201.0,258.0
89,"['alexand', 'view', 'bessu', 'usurp', 'set', 'defeat', 'campaign', 'initi', 'bessu', 'turn', 'grand', 'tour', 'central', 'asia', 'alexand', 'found', 'seri', 'new', 'citi', 'call']",1,812.0,525.0,504.0,672.0,467.0
90,"['alexandria', 'includ', 'modern', 'kandahar', 'afghanistan', 'alexandria', 'eschat', 'furthest', 'modern', 'tajikistan', 'campaign', 'took', 'alexand', 'media', 'parthia', 'aria', 'west', 'afghanistan', 'drangiana', 'arachosia']",1,577.0,303.0,303.0,359.0,582.0
91,"['329', 'bc', 'spitamen', 'held', 'undefin', 'posit', 'satrapi', 'sogdiana', 'betray', 'bessu', 'ptolemi', 'one', ""alexander'"", 'trust', 'companion', 'bessu', 'execut', '103', 'howev', 'point']",1,716.0,275.0,264.0,273.0,356.0
92,"['later', 'alexand', 'jaxart', 'deal', 'incurs', 'hors', 'nomad', 'armi', 'spitamen', 'rais', 'sogdiana', 'revolt', 'alexand', 'person', 'defeat', 'scythian', 'battl', 'jaxart', 'immedi', 'launch']",1,701.0,313.0,295.0,512.0,119.0
93,"['time', 'alexand', 'adopt', 'element', 'persian', 'dress', 'custom', 'court', 'notabl', 'custom', 'proskynesi', 'either', 'symbol', 'kiss', 'hand', 'prostrat', 'ground', 'persian', 'show', 'social']",1,537.0,225.0,234.0,181.0,256.0
94,"['plot', 'life', 'reveal', 'one', 'offic', 'philota', 'execut', 'fail', 'alert', 'alexand', 'death', 'son', 'necessit', 'death', 'father', 'thu', 'parmenion', 'charg', 'guard', 'treasuri']",1,609.0,455.0,416.0,343.0,237.0
95,"['ecbatana', 'assassin', ""alexander'"", 'command', 'prevent', 'attempt', 'vengeanc', 'infam', 'alexand', 'person', 'kill', 'man', 'save', 'life', 'granicu', 'cleitu', 'black', 'violent', 'drunken', 'alterc']",1,485.0,173.0,215.0,287.0,133.0
96,"['maracanda', 'modern', 'day', 'samarkand', 'uzbekistan', 'cleitu', 'accus', 'alexand', 'sever', 'judgment', 'mistak', 'especi', 'forgotten', 'macedonian', 'way', 'favour', 'corrupt', 'orient', 'lifestyl', '107']",1,429.0,218.0,268.0,271.0,368.0
97,"['later', 'central', 'asian', 'campaign', 'second', 'plot', 'life', 'reveal', 'one', 'instig', 'royal', 'page', 'offici', 'historian', 'callisthen', 'olynthu', 'implic', 'plot', 'anabasi', 'alexand']",1,430.0,328.0,399.0,429.0,254.0
98,"['arrian', 'state', 'callisthen', 'page', 'tortur', 'rack', 'punish', 'like', 'die', 'soon', '108', 'remain', 'unclear', 'callisthen', 'actual', 'involv', 'plot', 'prior', 'accus', 'fallen']",1,303.0,329.0,298.0,407.0,289.0
99,"['alexand', 'set', 'asia', 'left', 'gener', 'antipat', 'experienc', 'militari', 'polit', 'leader', 'part', 'philip', ""ii'"", 'old', 'guard', 'charg', 'macedon', '60', ""alexander'"", 'sack']",1,577.0,512.0,515.0,555.0,335.0
100,"['thebe', 'ensur', 'greec', 'remain', 'quiet', 'absenc', '60', 'one', 'except', 'call', 'arm', 'spartan', 'king', 'agi', 'iii', '331', 'bc', 'antipat', 'defeat', 'kill']",1,864.0,595.0,492.0,363.0,431.0
101,"['battl', 'megalopoli', '60', 'antipat', 'refer', 'spartan', 'punish', 'leagu', 'corinth', 'defer', 'alexand', 'chose', 'pardon', '110', 'also', 'consider', 'friction', 'antipat', 'olympia', 'complain']",1,465.0,255.0,247.0,214.0,259.0
102,"['gener', 'greec', 'enjoy', 'period', 'peac', 'prosper', ""alexander'"", 'campaign', 'asia', '112', 'alexand', 'sent', 'back', 'vast', 'sum', 'conquest', 'stimul', 'economi', 'increas', 'trade']",1,614.0,401.0,351.0,455.0,466.0
103,"['across', 'empir', '113', 'howev', ""alexander'"", 'constant', 'demand', 'troop', 'migrat', 'macedonian', 'throughout', 'empir', 'deplet', ""macedon'"", 'strength', 'greatli', 'weaken', 'year', 'alexand', 'ultim']",1,840.0,784.0,525.0,518.0,564.0
104,"['winter', '327/326', 'bc', 'alexand', 'person', 'led', 'campaign', 'aspasioi', 'kunar', 'valley', 'guraean', 'guraeu', 'valley', 'assakenoi', 'swat', 'buner', 'valley', '116', 'fierc', 'contest']",1,735.0,158.0,175.0,234.0,381.0
105,"['fort', 'massaga', 'reduc', 'day', 'bloodi', 'fight', 'alexand', 'wound', 'serious', 'ankl', 'accord', 'curtiu', 'alexand', 'slaughter', 'entir', 'popul', 'massaga', 'also', 'reduc', 'build']",1,715.0,374.0,359.0,399.0,427.0
